,date,neuron,0,max_time,min_diff,number_neurites,nb_neurites_slower,MTRF_column,time_slowdown,axon_growth_time,time_slowdown_diff
10,190802,10,99999.0,1381.0,0.1,4,1,MT-RF_neg_smooth_60,99879.0,200,1661.3166666666666
11,190806,10,338.0,1448.0,0.1,6,1,MT-RF_neg_smooth_60,218.0,409,-3.183333333333333
12,190820,15,567.0,907.0,0.1,5,1,MT-RF_neg_smooth_60,447.0,348,1.65
13,190823,1,921.0,2986.0,0.1,5,1,MT-RF_neg_smooth_60,801.0,379,7.033333333333333
14,190823,3,773.0,2980.0,0.1,9,1,MT-RF_neg_smooth_60,653.0,1900,-20.783333333333335
15,190823,12,1151.0,2523.0,0.1,6,1,MT-RF_neg_smooth_60,1031.0,1130,-1.65
16,190823,15,1455.0,2990.0,0.1,4,1,MT-RF_neg_smooth_60,1335.0,1686,-5.85
0,190712,19,1049.0,1188.0,0.2,5,1,MT-RF_neg_smooth_200,929.0,973,-0.7333333333333333
1,190719,7,259.0,1164.0,0.2,6,1,MT-RF_neg_smooth_200,139.0,238,-1.65
2,190719,11,224.0,364.0,0.2,5,1,MT-RF_neg_smooth_200,104.0,100,0.06666666666666667
3,190723,2,1497.0,1816.0,0.2,4,1,MT-RF_neg_smooth_200,1377.0,713,11.066666666666666
4,190723,6,99999.0,1012.0,0.2,4,1,MT-RF_neg_smooth_200,99879.0,472,1656.7833333333333
5,190726,7,240.0,702.0,0.2,3,1,MT-RF_neg_smooth_200,120.0,138,-0.3
6,190730,3,99999.0,1435.0,0.2,4,1,MT-RF_neg_smooth_200,99879.0,89,1663.1666666666667
7,190730,11,99999.0,1353.0,0.2,4,1,MT-RF_neg_smooth_200,99879.0,0,1664.65
8,190802,5,246.0,1009.0,0.2,4,1,MT-RF_neg_smooth_200,126.0,407,-4.683333333333334
9,190802,9,282.0,682.0,0.2,4,1,MT-RF_neg_smooth_200,162.0,165,-0.05
10,190802,10,99999.0,1259.0,0.2,4,1,MT-RF_neg_smooth_200,99879.0,200,1661.3166666666666
11,190806,10,535.0,1362.0,0.2,6,1,MT-RF_neg_smooth_200,415.0,409,0.1
12,190820,15,558.0,827.0,0.2,5,1,MT-RF_neg_smooth_200,438.0,348,1.5
13,190823,1,904.0,2904.0,0.2,5,1,MT-RF_neg_smooth_200,784.0,379,6.75
14,190823,3,594.0,2909.0,0.2,9,1,MT-RF_neg_smooth_200,474.0,1900,-23.766666666666666
15,190823,12,1150.0,2435.0,0.2,6,1,MT-RF_neg_smooth_200,1030.0,1130,-1.6666666666666667
16,190823,15,1612.0,2920.0,0.2,4,1,MT-RF_neg_smooth_200,1492.0,1686,-3.2333333333333334
0,190712,19,1013.0,1188.0,0.2,5,1,MT-RF_smooth_200,893.0,973,-1.3333333333333333
1,190719,7,796.0,1164.0,0.2,6,1,MT-RF_smooth_200,676.0,238,7.3
2,190719,11,224.0,364.0,0.2,6,1,MT-RF_smooth_200,104.0,100,0.06666666666666667
3,190723,2,99999.0,1816.0,0.2,4,1,MT-RF_smooth_200,99879.0,713,1652.7666666666667
4,190723,6,898.0,1012.0,0.2,4,1,MT-RF_smooth_200,778.0,472,5.1
5,190726,7,240.0,702.0,0.2,3,1,MT-RF_smooth_200,120.0,138,-0.3
6,190730,3,99999.0,1435.0,0.2,3,1,MT-RF_smooth_200,99879.0,89,1663.1666666666667
7,190730,11,99999.0,1353.0,0.2,4,1,MT-RF_smooth_200,99879.0,0,1664.65
8,190802,5,246.0,1009.0,0.2,4,1,MT-RF_smooth_200,126.0,407,-4.683333333333334
9,190802,9,282.0,682.0,0.2,4,1,MT-RF_smooth_200,162.0,165,-0.05
10,190802,10,99999.0,1259.0,0.2,4,1,MT-RF_smooth_200,99879.0,200,1661.3166666666666
11,190806,10,535.0,1362.0,0.2,6,1,MT-RF_smooth_200,415.0,409,0.1
12,190820,15,256.0,827.0,0.2,5,1,MT-RF_smooth_200,136.0,348,-3.533333333333333
13,190823,1,806.0,2904.0,0.2,5,1,MT-RF_smooth_200,686.0,379,5.116666666666666
14,190823,3,643.0,2909.0,0.2,9,1,MT-RF_smooth_200,523.0,1900,-22.95
15,190823,12,1222.0,2435.0,0.2,6,1,MT-RF_smooth_200,1102.0,1130,-0.4666666666666667
16,190823,15,1020.0,2920.0,0.2,4,1,MT-RF_smooth_200,900.0,1686,-13.1
0,190712,19,1042.0,1258.0,0.2,5,1,MT-RF_neg_smooth_60,922.0,973,-0.85
1,190719,7,546.0,1237.0,0.2,6,1,MT-RF_neg_smooth_60,426.0,238,3.1333333333333333
2,190719,11,259.0,434.0,0.2,6,1,MT-RF_neg_smooth_60,139.0,100,0.65
3,190723,2,99999.0,1887.0,0.2,4,1,MT-RF_neg_smooth_60,99879.0,713,1652.7666666666667
4,190723,6,655.0,1084.0,0.2,4,1,MT-RF_neg_smooth_60,535.0,472,1.05
5,190726,7,164.0,783.0,0.2,3,1,MT-RF_neg_smooth_60,44.0,138,-1.5666666666666667
6,190730,3,99999.0,1506.0,0.2,4,1,MT-RF_neg_smooth_60,99879.0,89,1663.1666666666667
7,190730,11,99999.0,1453.0,0.2,4,1,MT-RF_neg_smooth_60,99879.0,0,1664.65
8,190802,5,229.0,1102.0,0.2,4,1,MT-RF_neg_smooth_60,109.0,407,-4.966666666666667
9,190802,9,215.0,756.0,0.2,4,1,MT-RF_neg_smooth_60,95.0,165,-1.1666666666666667
10,190802,10,99999.0,1381.0,0.2,4,1,MT-RF_neg_smooth_60,99879.0,200,1661.3166666666666
11,190806,10,362.0,1448.0,0.2,6,1,MT-RF_neg_smooth_60,242.0,409,-2.783333333333333
12,190820,15,567.0,907.0,0.2,5,1,MT-RF_neg_smooth_60,447.0,348,1.65
13,190823,1,935.0,2986.0,0.2,5,1,MT-RF_neg_smooth_60,815.0,379,7.266666666666667
14,190823,3,773.0,2980.0,0.2,9,1,MT-RF_neg_smooth_60,653.0,1900,-20.783333333333335
15,190823,12,1185.0,2523.0,0.2,6,1,MT-RF_neg_smooth_60,1065.0,1130,-1.0833333333333333
16,190823,15,1487.0,2990.0,0.2,4,1,MT-RF_neg_smooth_60,1367.0,1686,-5.316666666666666
0,190712,19,1053.0,1188.0,0.3,5,1,MT-RF_neg_smooth_200,933.0,973,-0.6666666666666666
1,190719,7,480.0,1164.0,0.3,6,1,MT-RF_neg_smooth_200,360.0,238,2.033333333333333
2,190719,11,224.0,364.0,0.3,5,1,MT-RF_neg_smooth_200,104.0,100,0.06666666666666667
3,190723,2,99999.0,1816.0,0.3,4,1,MT-RF_neg_smooth_200,99879.0,713,1652.7666666666667
4,190723,6,99999.0,1012.0,0.3,4,1,MT-RF_neg_smooth_200,99879.0,472,1656.7833333333333
5,190726,7,240.0,702.0,0.3,3,1,MT-RF_neg_smooth_200,120.0,138,-0.3
6,190730,3,99999.0,1435.0,0.3,4,1,MT-RF_neg_smooth_200,99879.0,89,1663.1666666666667
7,190730,11,99999.0,1353.0,0.3,4,1,MT-RF_neg_smooth_200,99879.0,0,1664.65
8,190802,5,246.0,1009.0,0.3,4,1,MT-RF_neg_smooth_200,126.0,407,-4.683333333333334
9,190802,9,282.0,682.0,0.3,4,1,MT-RF_neg_smooth_200,162.0,165,-0.05
10,190802,10,99999.0,1259.0,0.3,4,1,MT-RF_neg_smooth_200,99879.0,200,1661.3166666666666
11,190806,10,739.0,1362.0,0.3,6,1,MT-RF_neg_smooth_200,619.0,409,3.5
12,190820,15,567.0,827.0,0.3,5,1,MT-RF_neg_smooth_200,447.0,348,1.65
13,190823,1,931.0,2904.0,0.3,5,1,MT-RF_neg_smooth_200,811.0,379,7.2
14,190823,3,598.0,2909.0,0.3,9,1,MT-RF_neg_smooth_200,478.0,1900,-23.7
15,190823,12,1254.0,2435.0,0.3,6,1,MT-RF_neg_smooth_200,1134.0,1130,0.06666666666666667
16,190823,15,2447.0,2920.0,0.3,4,1,MT-RF_neg_smooth_200,2327.0,1686,10.683333333333334
0,190712,19,1035.0,1188.0,0.3,5,1,MT-RF_smooth_200,915.0,973,-0.9666666666666667
1,190719,7,910.0,1164.0,0.3,6,1,MT-RF_smooth_200,790.0,238,9.2
2,190719,11,224.0,364.0,0.3,6,1,MT-RF_smooth_200,104.0,100,0.06666666666666667
3,190723,2,99999.0,1816.0,0.3,4,1,MT-RF_smooth_200,99879.0,713,1652.7666666666667
4,190723,6,958.0,1012.0,0.3,4,1,MT-RF_smooth_200,838.0,472,6.1
5,190726,7,240.0,702.0,0.3,3,1,MT-RF_smooth_200,120.0,138,-0.3
6,190730,3,99999.0,1435.0,0.3,3,1,MT-RF_smooth_200,99879.0,89,1663.1666666666667
7,190730,11,99999.0,1353.0,0.3,4,1,MT-RF_smooth_200,99879.0,0,1664.65
8,190802,5,246.0,1009.0,0.3,4,1,MT-RF_smooth_200,126.0,407,-4.683333333333334
9,190802,9,282.0,682.0,0.3,4,1,MT-RF_smooth_200,162.0,165,-0.05
10,190802,10,99999.0,1259.0,0.3,4,1,MT-RF_smooth_200,99879.0,200,1661.3166666666666
11,190806,10,739.0,1362.0,0.3,6,1,MT-RF_smooth_200,619.0,409,3.5
12,190820,15,256.0,827.0,0.3,5,1,MT-RF_smooth_200,136.0,348,-3.533333333333333
13,190823,1,886.0,2904.0,0.3,5,1,MT-RF_smooth_200,766.0,379,6.45
14,190823,3,811.0,2909.0,0.3,9,1,MT-RF_smooth_200,691.0,1900,-20.15
15,190823,12,1261.0,2435.0,0.3,6,1,MT-RF_smooth_200,1141.0,1130,0.18333333333333332
16,190823,15,1073.0,2920.0,0.3,4,1,MT-RF_smooth_200,953.0,1686,-12.216666666666667
0,190712,19,99999.0,1258.0,0.3,5,1,MT-RF_neg_smooth_60,99879.0,973,1648.4333333333334
1,190719,7,1009.0,1237.0,0.3,6,1,MT-RF_neg_smooth_60,889.0,238,10.85
2,190719,11,266.0,434.0,0.3,6,1,MT-RF_neg_smooth_60,146.0,100,0.7666666666666667
3,190723,2,99999.0,1887.0,0.3,4,1,MT-RF_neg_smooth_60,99879.0,713,1652.7666666666667
4,190723,6,99999.0,1084.0,0.3,4,1,MT-RF_neg_smooth_60,99879.0,472,1656.7833333333333
5,190726,7,170.0,783.0,0.3,3,1,MT-RF_neg_smooth_60,50.0,138,-1.4666666666666666
6,190730,3,889.0,1506.0,0.3,4,1,MT-RF_neg_smooth_60,769.0,89,11.333333333333334
7,190730,11,99999.0,1453.0,0.3,4,1,MT-RF_neg_smooth_60,99879.0,0,1664.65
8,190802,5,230.0,1102.0,0.3,4,1,MT-RF_neg_smooth_60,110.0,407,-4.95
9,190802,9,215.0,756.0,0.3,4,1,MT-RF_neg_smooth_60,95.0,165,-1.1666666666666667
10,190802,10,99999.0,1381.0,0.3,4,1,MT-RF_neg_smooth_60,99879.0,200,1661.3166666666666
11,190806,10,1146.0,1448.0,0.3,6,1,MT-RF_neg_smooth_60,1026.0,409,10.283333333333333
12,190820,15,567.0,907.0,0.3,5,1,MT-RF_neg_smooth_60,447.0,348,1.65
13,190823,1,938.0,2986.0,0.3,5,1,MT-RF_neg_smooth_60,818.0,379,7.316666666666666
14,190823,3,773.0,2980.0,0.3,9,1,MT-RF_neg_smooth_60,653.0,1900,-20.783333333333335
15,190823,12,1194.0,2523.0,0.3,6,1,MT-RF_neg_smooth_60,1074.0,1130,-0.9333333333333333
16,190823,15,99999.0,2990.0,0.3,4,1,MT-RF_neg_smooth_60,99879.0,1686,1636.55
0,190712,19,1034.0,1184.0,0.1,5,2,MT-RF_neg_smooth_200,914.0,973,-0.9833333333333333
1,190719,7,275.0,1160.0,0.1,6,2,MT-RF_neg_smooth_200,155.0,238,-1.3833333333333333
2,190719,11,224.0,363.0,0.1,5,2,MT-RF_neg_smooth_200,104.0,100,0.06666666666666667
3,190723,2,1008.0,1816.0,0.1,4,2,MT-RF_neg_smooth_200,888.0,713,2.9166666666666665
4,190723,6,604.0,1012.0,0.1,3,2,MT-RF_neg_smooth_200,484.0,472,0.2
5,190726,7,247.0,700.0,0.1,2,2,MT-RF_neg_smooth_200,127.0,138,-0.18333333333333332
6,190730,3,253.0,1398.0,0.1,4,2,MT-RF_neg_smooth_200,133.0,89,0.7333333333333333
7,190730,11,99999.0,1203.0,0.1,3,2,MT-RF_neg_smooth_200,99879.0,0,1664.65
8,190802,5,277.0,938.0,0.1,3,2,MT-RF_neg_smooth_200,157.0,407,-4.166666666666667
9,190802,9,396.0,674.0,0.1,2,2,MT-RF_neg_smooth_200,276.0,165,1.85
10,190802,10,764.0,976.0,0.1,3,2,MT-RF_neg_smooth_200,644.0,200,7.4
11,190806,10,649.0,1355.0,0.1,5,2,MT-RF_neg_smooth_200,529.0,409,2.0
12,190820,15,290.0,818.0,0.1,5,2,MT-RF_neg_smooth_200,170.0,348,-2.966666666666667
13,190823,1,863.0,2901.0,0.1,5,2,MT-RF_neg_smooth_200,743.0,379,6.066666666666666
14,190823,3,779.0,2905.0,0.1,9,2,MT-RF_neg_smooth_200,659.0,1900,-20.683333333333334
15,190823,12,1117.0,2435.0,0.1,6,2,MT-RF_neg_smooth_200,997.0,1130,-2.216666666666667
16,190823,15,1036.0,2917.0,0.1,4,2,MT-RF_neg_smooth_200,916.0,1686,-12.833333333333334
0,190712,19,961.0,1184.0,0.1,5,2,MT-RF_smooth_200,841.0,973,-2.2
1,190719,7,275.0,1160.0,0.1,6,2,MT-RF_smooth_200,155.0,238,-1.3833333333333333
2,190719,11,224.0,363.0,0.1,4,2,MT-RF_smooth_200,104.0,100,0.06666666666666667
3,190723,2,647.0,1816.0,0.1,4,2,MT-RF_smooth_200,527.0,713,-3.1
4,190723,6,629.0,1012.0,0.1,4,2,MT-RF_smooth_200,509.0,472,0.6166666666666667
5,190726,7,247.0,700.0,0.1,2,2,MT-RF_smooth_200,127.0,138,-0.18333333333333332
6,190730,3,253.0,1398.0,0.1,3,2,MT-RF_smooth_200,133.0,89,0.7333333333333333
7,190730,11,99999.0,1203.0,0.1,4,2,MT-RF_smooth_200,99879.0,0,1664.65
8,190802,5,277.0,938.0,0.1,3,2,MT-RF_smooth_200,157.0,407,-4.166666666666667
9,190802,9,396.0,674.0,0.1,2,2,MT-RF_smooth_200,276.0,165,1.85
10,190802,10,99999.0,976.0,0.1,4,2,MT-RF_smooth_200,99879.0,200,1661.3166666666666
11,190806,10,649.0,1355.0,0.1,5,2,MT-RF_smooth_200,529.0,409,2.0
12,190820,15,290.0,818.0,0.1,5,2,MT-RF_smooth_200,170.0,348,-2.966666666666667
13,190823,1,711.0,2901.0,0.1,5,2,MT-RF_smooth_200,591.0,379,3.533333333333333
14,190823,3,779.0,2905.0,0.1,9,2,MT-RF_smooth_200,659.0,1900,-20.683333333333334
15,190823,12,1074.0,2435.0,0.1,6,2,MT-RF_smooth_200,954.0,1130,-2.933333333333333
16,190823,15,1004.0,2917.0,0.1,4,2,MT-RF_smooth_200,884.0,1686,-13.366666666666667
0,190712,19,426.0,1258.0,0.1,5,2,MT-RF_neg_smooth_60,306.0,973,-11.116666666666667
1,190719,7,222.0,1235.0,0.1,6,2,MT-RF_neg_smooth_60,102.0,238,-2.2666666666666666
2,190719,11,246.0,434.0,0.1,6,2,MT-RF_neg_smooth_60,126.0,100,0.43333333333333335
3,190723,2,1075.0,1886.0,0.1,4,2,MT-RF_neg_smooth_60,955.0,713,4.033333333333333
4,190723,6,644.0,1084.0,0.1,4,2,MT-RF_neg_smooth_60,524.0,472,0.8666666666666667
5,190726,7,184.0,782.0,0.1,3,2,MT-RF_neg_smooth_60,64.0,138,-1.2333333333333334
6,190730,3,217.0,1479.0,0.1,4,2,MT-RF_neg_smooth_60,97.0,89,0.13333333333333333
7,190730,11,99999.0,1296.0,0.1,4,2,MT-RF_neg_smooth_60,99879.0,0,1664.65
8,190802,5,224.0,1065.0,0.1,4,2,MT-RF_neg_smooth_60,104.0,407,-5.05
9,190802,9,330.0,744.0,0.1,4,2,MT-RF_neg_smooth_60,210.0,165,0.75
10,190802,10,652.0,1061.0,0.1,4,2,MT-RF_neg_smooth_60,532.0,200,5.533333333333333
11,190806,10,548.0,1446.0,0.1,6,2,MT-RF_neg_smooth_60,428.0,409,0.31666666666666665
12,190820,15,511.0,906.0,0.1,5,2,MT-RF_neg_smooth_60,391.0,348,0.7166666666666667
13,190823,1,866.0,2976.0,0.1,5,2,MT-RF_neg_smooth_60,746.0,379,6.116666666666666
14,190823,3,836.0,2980.0,0.1,9,2,MT-RF_neg_smooth_60,716.0,1900,-19.733333333333334
15,190823,12,1113.0,2522.0,0.1,6,2,MT-RF_neg_smooth_60,993.0,1130,-2.283333333333333
16,190823,15,1488.0,2990.0,0.1,4,2,MT-RF_neg_smooth_60,1368.0,1686,-5.3
0,190712,19,515.0,1184.0,0.2,5,2,MT-RF_neg_smooth_200,395.0,973,-9.633333333333333
1,190719,7,275.0,1160.0,0.2,6,2,MT-RF_neg_smooth_200,155.0,238,-1.3833333333333333
2,190719,11,224.0,363.0,0.2,5,2,MT-RF_neg_smooth_200,104.0,100,0.06666666666666667
3,190723,2,1116.0,1816.0,0.2,4,2,MT-RF_neg_smooth_200,996.0,713,4.716666666666667
4,190723,6,621.0,1012.0,0.2,3,2,MT-RF_neg_smooth_200,501.0,472,0.48333333333333334
5,190726,7,247.0,700.0,0.2,2,2,MT-RF_neg_smooth_200,127.0,138,-0.18333333333333332
6,190730,3,253.0,1398.0,0.2,4,2,MT-RF_neg_smooth_200,133.0,89,0.7333333333333333
7,190730,11,99999.0,1203.0,0.2,3,2,MT-RF_neg_smooth_200,99879.0,0,1664.65
8,190802,5,277.0,938.0,0.2,3,2,MT-RF_neg_smooth_200,157.0,407,-4.166666666666667
9,190802,9,396.0,674.0,0.2,2,2,MT-RF_neg_smooth_200,276.0,165,1.85
10,190802,10,99999.0,976.0,0.2,3,2,MT-RF_neg_smooth_200,99879.0,200,1661.3166666666666
11,190806,10,649.0,1355.0,0.2,5,2,MT-RF_neg_smooth_200,529.0,409,2.0
12,190820,15,338.0,818.0,0.2,5,2,MT-RF_neg_smooth_200,218.0,348,-2.1666666666666665
13,190823,1,920.0,2901.0,0.2,5,2,MT-RF_neg_smooth_200,800.0,379,7.016666666666667
14,190823,3,779.0,2905.0,0.2,9,2,MT-RF_neg_smooth_200,659.0,1900,-20.683333333333334
15,190823,12,1130.0,2435.0,0.2,6,2,MT-RF_neg_smooth_200,1010.0,1130,-2.0
16,190823,15,1526.0,2917.0,0.2,4,2,MT-RF_neg_smooth_200,1406.0,1686,-4.666666666666667
0,190712,19,559.0,1184.0,0.2,5,2,MT-RF_smooth_200,439.0,973,-8.9
1,190719,7,472.0,1160.0,0.2,6,2,MT-RF_smooth_200,352.0,238,1.9
2,190719,11,224.0,363.0,0.2,4,2,MT-RF_smooth_200,104.0,100,0.06666666666666667
3,190723,2,1010.0,1816.0,0.2,4,2,MT-RF_smooth_200,890.0,713,2.95
4,190723,6,646.0,1012.0,0.2,4,2,MT-RF_smooth_200,526.0,472,0.9
5,190726,7,247.0,700.0,0.2,2,2,MT-RF_smooth_200,127.0,138,-0.18333333333333332
6,190730,3,532.0,1398.0,0.2,3,2,MT-RF_smooth_200,412.0,89,5.383333333333334
7,190730,11,99999.0,1203.0,0.2,4,2,MT-RF_smooth_200,99879.0,0,1664.65
8,190802,5,277.0,938.0,0.2,3,2,MT-RF_smooth_200,157.0,407,-4.166666666666667
9,190802,9,396.0,674.0,0.2,2,2,MT-RF_smooth_200,276.0,165,1.85
10,190802,10,99999.0,976.0,0.2,4,2,MT-RF_smooth_200,99879.0,200,1661.3166666666666
11,190806,10,649.0,1355.0,0.2,5,2,MT-RF_smooth_200,529.0,409,2.0
12,190820,15,290.0,818.0,0.2,5,2,MT-RF_smooth_200,170.0,348,-2.966666666666667
13,190823,1,723.0,2901.0,0.2,5,2,MT-RF_smooth_200,603.0,379,3.7333333333333334
14,190823,3,779.0,2905.0,0.2,9,2,MT-RF_smooth_200,659.0,1900,-20.683333333333334
15,190823,12,1120.0,2435.0,0.2,6,2,MT-RF_smooth_200,1000.0,1130,-2.1666666666666665
16,190823,15,1039.0,2917.0,0.2,4,2,MT-RF_smooth_200,919.0,1686,-12.783333333333333
0,190712,19,426.0,1258.0,0.2,5,2,MT-RF_neg_smooth_60,306.0,973,-11.116666666666667
1,190719,7,224.0,1235.0,0.2,6,2,MT-RF_neg_smooth_60,104.0,238,-2.2333333333333334
2,190719,11,254.0,434.0,0.2,6,2,MT-RF_neg_smooth_60,134.0,100,0.5666666666666667
3,190723,2,1093.0,1886.0,0.2,4,2,MT-RF_neg_smooth_60,973.0,713,4.333333333333333
4,190723,6,650.0,1084.0,0.2,4,2,MT-RF_neg_smooth_60,530.0,472,0.9666666666666667
5,190726,7,184.0,782.0,0.2,3,2,MT-RF_neg_smooth_60,64.0,138,-1.2333333333333334
6,190730,3,550.0,1479.0,0.2,4,2,MT-RF_neg_smooth_60,430.0,89,5.683333333333334
7,190730,11,99999.0,1296.0,0.2,4,2,MT-RF_neg_smooth_60,99879.0,0,1664.65
