date,experiment,cell,treatment,level_4,time,length,flow,stage,length_diff,neurite,speed
180220,1,12,DMSO,2016,9.5,21.57452,2.66464,2.5,-11.76076,short,0.280488421
180220,1,12,DMSO,2018,3.5,16.0842,0,2.5,-17.25108,short,0
180220,3,0,paBlebb,1433,9.5,81.81448,0,3,0,long,0
180220,3,0,paBlebb,1435,9.5,20.64304,0.62216,3,-61.17144,short,0.065490526
180220,3,2,paBlebb,1428,9.5,77.8052,0,3,0,long,0
180220,3,2,paBlebb,1430,9.5,20.32404,0.88,3,-57.48116,short,0.092631579
180220,3,3,paBlebb,1423,9.5,33.30756,0.98384,2,0,short,0.103562105
180220,3,3,paBlebb,1425,9.5,23.9294,2.67652,2,-9.37816,short,0.281738947
180220,3,4,paBlebb,1418,9.5,58.49888,0,3,0,long,0
180220,3,4,paBlebb,1420,9.5,24.80588,5.01688,3,-33.693,short,0.528092632
180220,3,5,paBlebb,1413,9.5,46.09968,1.39128,2.5,0,long,0.146450526
180220,3,5,paBlebb,1415,5.5,36.49712,1.39128,2.5,-9.60256,short,0.25296
180220,3,6,paBlebb,1408,9.5,38.08244,0.44,2.5,0,long,0.046315789
180220,3,6,paBlebb,1410,9.5,22.6292,1.58664,2.5,-15.45324,short,0.167014737
180220,3,7,paBlebb,1462,9.5,47.55784,2.2,3,-10.0474,short,0.231578947
180220,3,8,paBlebb,1459,9.5,52.91968,1.96768,2.5,0,long,0.207124211
180220,3,9,paBlebb,1455,9.5,59.58524,0,3,0,long,0
180220,3,9,paBlebb,1457,3.5,22.506,2.90664,3,-37.07924,short,0.830468571
180220,3,10,paBlebb,1452,9.5,34.1858,0.44,2.5,0,long,0.046315789
180220,3,11,paBlebb,1447,4,28.71572,1.96768,2,-2.49348,short,0.49192
180220,3,11,paBlebb,1449,5.5,22.32032,-0.71544,2,-8.88888,short,-0.13008
180220,3,12,paBlebb,1442,9.5,55.93984,0.98384,3,0,long,0.103562105
180220,3,12,paBlebb,1444,9.5,11.89188,0.62216,3,-44.04796,short,0.065490526
180220,3,13,paBlebb,1437,9.5,48.4352,0.44,2,0,short,0.046315789
180220,3,13,paBlebb,1439,9.5,33.7502,0.44,2,-14.685,short,0.046315789
180601,5,0,DMSO,1706,9.5,39.31224,4.99576,2,0,short,0.525869474
180601,5,0,DMSO,1708,9.5,35.10628,2.40108,2,-4.20596,short,0.252745263
180601,5,1,DMSO,1701,9.5,25.89136,4.12456,2.5,-6.90492,short,0.434164211
180601,5,1,DMSO,1703,9.5,25.7202,1.17568,2.5,-7.07608,short,0.123755789
180601,5,3,DMSO,1696,8.5,35.37732,2.684,2,-10.23836,short,0.315764706
180601,5,3,DMSO,1698,8.5,44,3.72196,2,-1.61568,short,0.437877647
180601,5,4,DMSO,1691,9,47.7334,2.90708,2,0,short,0.323008889
180601,5,4,DMSO,1693,6,28.97576,2.76936,2,-18.75764,short,0.46156
180601,5,5,DMSO,1686,9.5,64.0904,2.22024,3,0,long,0.233709474
180601,5,5,DMSO,1688,9.5,38.59108,4.0876,3,-25.49932,short,0.430273684
180601,5,6,DMSO,1682,3,15.15624,3.82844,2,-2.07988,short,1.276146667
180601,5,6,DMSO,1684,9.5,17.23612,2.79136,2,0,short,0.293827368
180601,5,7,DMSO,1677,9.5,31.21404,10.38576,2.5,-19.00756,short,1.093237895
180601,5,7,DMSO,1679,8.5,50.2216,2.48292,2.5,0,long,0.292108235
180601,5,8,DMSO,1673,4,52.57956,1.84712,3,0,long,0.46178
180601,5,8,DMSO,1675,9.5,27.3856,9.1212,3,-25.19396,short,0.960126316
180601,5,9,DMSO,1669,9.5,30.53468,0,2.5,0,long,0
180601,5,9,DMSO,1671,9.5,25.16008,0,2.5,-5.3746,short,0
180601,5,10,DMSO,1664,20,38.32884,5.53476,2,0,short,0.276738
180601,5,10,DMSO,1666,6.5,27.5858,2.24796,2,-10.74304,short,0.34584
180601,5,11,DMSO,1659,9.5,31.45252,6.07508,3,-22.83336,short,0.639482105
180601,5,11,DMSO,1661,8,25.20584,5.04328,3,-29.08004,short,0.63041
180601,5,12,DMSO,1655,9.5,53.60828,3.00696,3,0,long,0.316522105
180601,5,12,DMSO,1657,9.5,36.36248,1.62008,3,-17.2458,short,0.170534737
180601,5,13,DMSO,1651,9.5,56.5686,1.3244,3,0,long,0.139410526
180601,5,13,DMSO,1653,9.5,21.35056,4.037,3,-35.21804,short,0.424947368
180717,1,0,DMSO,1742,5.5,22.87824,2.94184,2,0,short,0.53488
180717,1,1,DMSO,1739,6,39.9762,0,2.5,0,long,0
180717,1,2,DMSO,1734,3,32.66868,2.7962,2.5,0,long,0.932066667
180717,1,2,DMSO,1736,9.5,14.29076,1.24872,2.5,-18.37792,short,0.131444211
180717,1,3,DMSO,1730,9.5,22.99396,1.97384,2,0,short,0.207772632
180717,1,3,DMSO,1732,9.5,18.909,4.16944,2,-4.08496,short,0.438888421
180717,1,5,DMSO,1725,9.5,30.1554,1.01684,2.5,-5.26196,short,0.107035789
180717,1,5,DMSO,1727,9.5,28.8926,0,2.5,-6.52476,short,0
180717,1,6,DMSO,1720,9.5,28.07552,3.30132,2,0,short,0.347507368
180717,1,6,DMSO,1722,9.5,14.44608,2.54584,2,-13.62944,short,0.267983158
180717,1,8,DMSO,1715,5,39.51376,2.53132,2.5,0,long,0.506264
180717,1,8,DMSO,1717,9.5,18.32292,3.58468,2.5,-21.19084,short,0.377334737
180717,1,13,DMSO,1710,9.5,43.03992,0,2.5,0,long,0
180717,1,13,DMSO,1712,8,12.1792,4.0722,2.5,-30.86072,short,0.509025
180724,1,0,DMSO,1799,9.5,24.45476,2.55816,2,0,short,0.26928
180724,1,0,DMSO,1801,4.5,22.31504,1.34288,2,-2.13972,short,0.298417778
180724,1,1,DMSO,1794,2.5,45.57872,1.55892,2.5,0,long,0.623568
180724,1,1,DMSO,1796,5.5,26.22928,1.83084,2.5,-19.34944,short,0.33288
180724,1,2,DMSO,1789,5.5,29.6846,1.64868,2.5,-9.27388,short,0.29976
180724,1,2,DMSO,1791,6,27.55368,1.2826,2.5,-11.4048,short,0.213766667
180724,1,3,DMSO,1784,9.5,43.44868,5.08596,2.5,0,long,0.535364211
180724,1,3,DMSO,1786,9.5,28.6704,6.96476,2.5,-14.77828,short,0.733132632
180724,1,4,DMSO,1780,9,18.3238,-0.66528,2,-0.72204,short,-0.07392
180724,1,4,DMSO,1782,9.5,19.04584,1.5048,2,0,short,0.1584
180724,1,5,DMSO,1776,2,19.4656,6.02668,2.5,-10.71752,short,3.01334
180724,1,5,DMSO,1778,3.5,30.18312,3.8742,2.5,0,long,1.106914286
180724,1,6,DMSO,1772,9.5,26.49812,5.9642,2,0,short,0.627810526
180724,1,6,DMSO,1774,4.5,12.51536,5.28748,2,-13.98276,short,1.174995556
180724,1,7,DMSO,1768,7,25.6454,-0.99616,2,0,short,-0.142308571
180724,1,7,DMSO,1770,9.5,21.89396,6.25196,2,-3.75144,short,0.658101053
180724,1,8,DMSO,1764,9.5,17.07112,1.59016,2.5,-16.51672,short,0.167385263
180724,1,8,DMSO,1766,9.5,33.58784,0,2.5,0,long,0
180724,1,10,DMSO,1759,9.5,25.68016,6.27748,2.5,-7.66744,short,0.660787368
180724,1,10,DMSO,1761,9.5,33.3476,1.2694,2.5,0,long,0.133621053
180724,1,11,DMSO,1755,9.5,11.1518,4.9676,2,-1.21308,short,0.522905263
180724,1,11,DMSO,1757,9.5,12.36488,3.92436,2,0,short,0.413090526
180724,1,12,DMSO,1750,3.5,23.6896,2.26072,2,0,short,0.64592
180724,1,12,DMSO,1752,3.5,13.3232,-1.57124,2,-10.3664,short,-0.448925714
180724,1,13,DMSO,1745,9.5,33.61556,1.18448,2.5,0,long,0.124682105
180724,1,13,DMSO,1747,9.5,25.36468,4.08364,2.5,-8.25088,short,0.429856842
180803,3,0,DMSO,1846,9,31.44372,8.4414,2.5,0,long,0.937933333
180803,3,0,DMSO,1848,9.5,21.66472,8.48936,2.5,-9.779,short,0.893616842
180803,3,1,DMSO,1841,9.5,20.59904,2.20572,2,0,short,0.232181053
180803,3,1,DMSO,1843,9.5,10.98108,4.39252,2,-9.61796,short,0.462370526
180803,3,2,DMSO,1836,4.5,43.58156,0,2.5,0,long,0
180803,3,2,DMSO,1838,9.5,32.3906,3.13412,2.5,-11.19096,short,0.329907368
180803,3,3,DMSO,1832,9.5,19.15716,1.08504,2,0,short,0.114214737
180803,3,3,DMSO,1834,9.5,11.82192,1.02784,2,-7.33524,short,0.108193684
180803,3,7,DMSO,1827,9.5,37.18,7.31676,2,0,short,0.770185263
180803,3,7,DMSO,1829,9.5,22.7282,1.18492,2,-14.4518,short,0.124728421
180803,3,9,DMSO,1822,4,32.73908,2.77508,2.5,0,long,0.69377
180803,3,9,DMSO,1824,7.5,21.81784,7.30576,2.5,-10.92124,short,0.974101333
180803,3,10,DMSO,1817,9.5,43.68496,2.91104,2.5,0,long,0.306425263
180803,3,10,DMSO,1819,9.5,19.48584,3.59876,2.5,-24.19912,short,0.378816842
180803,3,11,DMSO,1813,9.5,13.2132,5.62584,2,-2.37688,short,0.592193684
180803,3,11,DMSO,1815,5,15.59008,4.74276,2,0,short,0.948552
180803,3,12,DMSO,1808,9.5,35.97264,0.38588,2.5,0,long,0.040618947
180803,3,12,DMSO,1810,9.5,19.50476,1.06392,2.5,-16.46788,short,0.111991579
180803,3,13,DMSO,1803,9.5,39.90932,1.24432,2.5,0,long,0.130981053
180803,3,13,DMSO,1805,9.5,21.7932,8.75468,2.5,-18.11612,short,0.921545263
180803,4,0,DMSO,2011,9,41.77756,1.58444,2.5,0,long,0.176048889
180803,4,0,DMSO,2013,5.5,20.30908,5.92284,2.5,-21.46848,short,1.07688
180803,4,1,DMSO,2007,9.5,40.89448,1.37368,2.5,0,long,0.144597895
180803,4,1,DMSO,2009,9.5,19.90692,1.78992,2.5,-20.98756,short,0.188412632
180803,4,2,DMSO,2002,9.5,33.35508,3.07208,2,-1.78552,short,0.323376842
180803,4,2,DMSO,2004,9.5,32.2608,3.82492,2,-2.8798,short,0.402623158
180803,4,3,DMSO,1997,9.5,28.2942,5.5858,2,0,short,0.587978947
180803,4,3,DMSO,1999,9.5,21.44252,4.37404,2,-6.85168,short,0.460425263
180803,4,6,DMSO,1992,9.5,61.27308,1.30284,3,0,long,0.137141053
180803,4,6,DMSO,1994,9.5,14.06636,7.08928,3,-47.20672,short,0.74624
180803,4,7,DMSO,1987,9.5,43.59696,0,2.5,0,long,0
180803,4,7,DMSO,1989,9.5,15.4308,5.19244,2.5,-28.16616,short,0.546572632
180803,4,9,DMSO,1982,9.5,49.36536,1.177,2.5,0,long,0.123894737
180803,4,9,DMSO,1984,9.5,23.7292,2.14192,2.5,-25.63616,short,0.225465263
180803,4,10,DMSO,1977,9.5,36.3968,2.64484,2.5,0,long,0.278404211
180803,4,11,DMSO,1973,3.5,32.6766,2.61184,2.5,0,long,0.74624
180803,4,11,DMSO,1975,20,19.64468,1.71072,2.5,-13.03192,short,0.085536
180803,4,12,DMSO,1968,9.5,35.46004,0.92092,2.5,0,long,0.096938947
180803,4,12,DMSO,1970,9.5,13.05172,1.21308,2.5,-22.40832,short,0.127692632
180803,4,13,DMSO,1964,3,45.09692,1.2958,2.5,0,long,0.431933333
180803,4,13,DMSO,1966,9.5,27.60912,6.40508,2.5,-17.4878,short,0.674218947
180810,2,0,DMSO,1892,5.5,61.91548,6.42048,3,0,long,1.16736
180810,2,0,DMSO,1894,9.5,25.3968,1.93204,3,-36.51868,short,0.203372632
180810,2,2,DMSO,1887,6,49.95936,0,2.5,-6.82528,short,0
180810,2,2,DMSO,1889,9.5,43.31624,6.36152,2.5,-13.4684,short,0.669633684
180810,2,3,DMSO,1882,9.5,18.81704,4.34236,2,-1.94392,short,0.457090526
180810,2,3,DMSO,1884,9.5,19.72388,1.1726,2,-1.03708,short,0.123431579
180810,2,4,DMSO,1877,9.5,44.63844,5.41464,2,0,short,0.569962105
180810,2,4,DMSO,1879,8,40.89404,2.5564,2,-3.7444,short,0.31955
180810,2,5,DMSO,1873,9.5,53.46924,3.55564,3,0,long,0.374277895
180810,2,5,DMSO,1875,9.5,26.76212,10.08656,3,-26.70712,short,1.061743158
180810,2,6,DMSO,1868,9.5,43.6458,0,2.5,0,long,0
180810,2,6,DMSO,1870,9.5,15.22752,2.81644,2.5,-28.41828,short,0.296467368
180810,2,7,DMSO,1864,3,25.32816,3.31408,2,0,short,1.104693333
180810,2,7,DMSO,1866,4,15.84792,7.18608,2,-9.48024,short,1.79652
180810,2,9,DMSO,1859,9.5,51.39156,1.91576,2.5,0,long,0.201658947
180810,2,9,DMSO,1861,5.5,45.69224,1.58664,2.5,-5.69932,short,0.28848
180810,2,12,DMSO,1854,9.5,41.9364,4.09068,2,-0.52492,short,0.430597895
180810,2,12,DMSO,1856,9.5,29.61376,7.30356,2,-12.84756,short,0.768795789
180810,2,13,DMSO,1850,9.5,19.23064,5.1876,2,0,short,0.546063158
180810,2,13,DMSO,1852,9.5,17.05572,1.45332,2,-2.17492,short,0.152981053
180814,2,0,DMSO,1959,9.5,33.83468,0.374,2.5,0,long,0.039368421
180814,2,0,DMSO,1961,9.5,20.95236,3.50108,2.5,-12.88232,short,0.368534737
180814,2,1,DMSO,1954,9.5,43.87108,0.9306,2.5,0,long,0.097957895
180814,2,1,DMSO,1956,9.5,15.6068,3.15832,2.5,-28.26428,short,0.332454737
180814,2,2,DMSO,1949,9.5,17.63872,2.5036,2,-1.16512,short,0.263536842
180814,2,2,DMSO,1951,7,17.7364,4.37536,2,-1.06744,short,0.625051429
180814,2,3,DMSO,1944,9.5,47.95296,1.57916,2.5,0,long,0.166227368
180814,2,3,DMSO,1946,9.5,24.6422,3.42364,2.5,-23.31076,short,0.360383158
180814,2,4,DMSO,1940,4,35.88816,1.90036,2.5,0,long,0.47509
180814,2,4,DMSO,1942,8.5,16.1722,3.72108,2.5,-19.71596,short,0.437774118
180814,2,5,DMSO,1937,4.5,28.73772,2.60524,2,0,short,0.578942222
180814,2,6,DMSO,1932,8.5,44.30756,4.02864,2,-2.9964,short,0.473957647
180814,2,6,DMSO,1934,9.5,24.15688,5.7134,2,-23.14708,short,0.601410526
180814,2,7,DMSO,1927,9,14.80204,6.52784,2,-6.12392,short,0.725315556
180814,2,7,DMSO,1929,9.5,16.1084,-1.79256,2,-4.81756,short,-0.188690526
180814,2,8,DMSO,1922,9.5,40.36604,1.177,2.5,0,long,0.123894737
180814,2,8,DMSO,1924,9,20.69012,5.03932,2.5,-19.67592,short,0.559924444
180814,2,9,DMSO,1917,9.5,30.90956,3.91248,2.5,0,long,0.41184
180814,2,9,DMSO,1919,9.5,20.0992,5.79348,2.5,-10.81036,short,0.60984
180814,2,10,DMSO,1912,9.5,39.59736,1.31604,2.5,0,long,0.138530526
180814,2,10,DMSO,1914,9.5,24.54144,6.9168,2.5,-15.05592,short,0.728084211
180814,2,11,DMSO,1907,7,54.06764,1.87044,2.5,0,long,0.267205714
180814,2,11,DMSO,1909,9.5,30.55976,4.29616,2.5,-23.50788,short,0.452227368
180814,2,12,DMSO,1902,8.5,50.58768,3.86496,2.5,0,long,0.454701176
180814,2,12,DMSO,1904,7.5,31.33064,6.40816,2.5,-19.25704,short,0.854421333
180814,2,13,DMSO,1897,9.5,42.02704,0,2,0,short,0
180814,2,13,DMSO,1899,7,25.62164,9.152,2,-16.4054,short,1.307428571
181002,1,0,taxol,1636,9.5,22.1518,0.92092,2.5,-8.62576,short,0.096938947
181002,1,0,taxol,1638,9.5,15.52804,0,2.5,-15.24952,short,0
181002,1,1,taxol,1631,9.5,32.08832,4.4176,2,-4.95968,short,0.465010526
181002,1,1,taxol,1633,9.5,37.048,0.70884,2,0,short,0.074614737
181002,1,2,taxol,1627,4,26.21168,0,2,0,short,0
181002,1,2,taxol,1629,8,20.87272,2.20264,2,-5.33896,short,0.27533
181002,1,3,taxol,1622,4,46.44816,0.99748,2,0,short,0.24937
181002,1,3,taxol,1624,6.5,13.49656,2.38744,2,-32.9516,short,0.367298462
181002,1,4,taxol,1617,4.5,25.60536,3.30044,2.5,-18.06728,short,0.733431111
181002,1,4,taxol,1619,3.5,43.67264,1.57916,2.5,0,long,0.451188571
181002,1,6,taxol,1612,9,18.8122,0,2,-11.23628,short,0
181002,1,6,taxol,1614,7,29.99392,0.80036,2,-0.05456,short,0.114337143
181002,1,7,taxol,1607,9.5,37.69964,0,2.5,0,long,0
181002,1,7,taxol,1609,9.5,15.9566,4.08804,2.5,-21.74304,short,0.43032
181002,1,9,taxol,1603,9.5,24.25676,5.76752,2,0,short,0.607107368
181002,1,9,taxol,1605,9,23.19812,4.7608,2,-1.05864,short,0.528977778
181002,1,10,taxol,1598,9.5,11.73084,1.60644,2,-15.91524,short,0.169098947
181002,1,10,taxol,1600,9,27.64608,0,2,0,short,0
181002,1,11,taxol,1594,13.5,35.17052,1.83304,2.5,0,long,0.135780741
181002,1,11,taxol,1596,10,24.8798,1.99144,2.5,-10.29072,short,0.199144
181002,1,12,taxol,1589,2.5,28.07728,2.09308,2,-3.432,short,0.837232
181002,1,12,taxol,1591,5.5,27.8256,3.54244,2,-3.68368,short,0.64408
181002,1,13,taxol,1584,7,41.9474,1.28084,2,0,short,0.182977143
181002,1,13,taxol,1586,18,22.85932,2.16568,2,-19.08808,short,0.120315556
181002,5,0,taxol,1579,9.5,53.8384,1.13212,3,0,long,0.119170526
181002,5,0,taxol,1581,9.5,39.02844,1.81104,3,-14.80996,short,0.190635789
181002,5,1,taxol,1574,9.5,69.97232,0,3,0,long,0
181002,5,1,taxol,1576,9.5,20.59508,3.15832,3,-49.37724,short,0.332454737
181002,5,3,taxol,1569,6.5,41.68428,2.16656,2,0,short,0.333316923
181002,5,3,taxol,1571,9.5,17.37824,0,2,-24.30604,short,0
181002,5,4,taxol,1564,9,42.0288,1.1462,2,0,short,0.127355556
181002,5,4,taxol,1566,4.5,37.04228,1.78464,2,-4.98652,short,0.396586667
181002,5,6,taxol,1560,9.5,48.47128,0,2.5,0,long,0
181002,5,7,taxol,1555,9.5,43.38972,1.31604,2.5,0,long,0.138530526
181002,5,7,taxol,1557,9.5,13.37424,1.39876,2.5,-30.01548,short,0.147237895
181002,5,8,taxol,1550,9.5,40.69648,0.95788,2.5,0,long,0.100829474
181002,5,8,taxol,1552,9.5,26.0986,2.04688,2.5,-14.59788,short,0.215461053
181002,5,9,taxol,1545,9.5,50.20224,0.78936,3,0,long,0.083090526
181002,5,9,taxol,1547,9.5,28.28276,2.24092,3,-21.91948,short,0.235886316
181002,5,12,taxol,1540,3.5,37.59184,1.57916,2.5,0,long,0.451188571
181002,5,12,taxol,1542,9,19.17388,3.15832,2.5,-18.41796,short,0.350924444
181002,5,13,taxol,1535,9.5,51.07916,1.66452,3,0,long,0.175212632
181002,5,13,taxol,1537,4,26.72208,2.81292,3,-24.35708,short,0.70323
181005,5,0,taxol,1531,9.5,61.08696,0,3,0,long,0
181005,5,0,taxol,1533,9.5,30.7626,0,3,-30.32436,short,0
181005,5,1,taxol,1526,9.5,41.42556,0,2.5,0,long,0
181005,5,1,taxol,1528,7.5,20.96644,2.42616,2.5,-20.45912,short,0.323488
181005,5,5,taxol,1521,9.5,79.068,0,3,0,long,0
181005,5,5,taxol,1523,9.5,16.3328,2.1582,3,-62.7352,short,0.227178947
181005,5,6,taxol,1516,9.5,29.41576,0.88264,2,-1.32528,short,0.092909474
181005,5,6,taxol,1518,9.5,30.74104,2.10936,2,0,short,0.222037895
181005,5,8,taxol,1512,9.5,27.88984,1.37368,2,0,short,0.144597895
181005,5,8,taxol,1514,20,24.2902,1.8326,2,-3.59964,short,0.09163
181005,5,9,taxol,1507,20,38.50704,1.04236,2,-1.87088,short,0.052118
181005,5,9,taxol,1509,20,40.08092,0.55836,2,-0.297,short,0.027918
181005,5,12,taxol,1503,20,48.02556,0.89056,2.5,0,long,0.044528
181005,5,12,taxol,1505,20,25.09364,0,2.5,-22.93192,short,0
