,date,experiment,cell,condition,kymograph,direction,time,spread,frame,speed
0,190208,3,0,LatA,443.tif,anterograde,4.5,4.0,8,0.8888888888888888
1,190208,3,0,LatA,443.tif,retrograde,4.5,42.0,8,9.333333333333334
2,190208,3,0,LatA,444.tif,anterograde,1.0,1.0,1,1.0
3,190208,3,0,LatA,444.tif,retrograde,1.0,0.0,1,0.0
4,190208,3,1,LatA,440.tif,anterograde,1.0,3.0,1,3.0
5,190208,3,1,LatA,440.tif,retrograde,1.0,19.0,1,19.0
6,190208,3,1,LatA,441.tif,anterograde,0.5,78.0,0,156.0
7,190208,3,1,LatA,441.tif,retrograde,0.5,26.0,0,52.0
8,190208,3,2,LatA,437.tif,anterograde,2.5,0.0,4,0.0
9,190208,3,2,LatA,437.tif,retrograde,2.5,30.0,4,12.0
10,190208,3,2,LatA,438.tif,anterograde,0.5,5.0,0,10.0
11,190208,3,2,LatA,438.tif,retrograde,0.5,0.0,0,0.0
12,190208,3,3,LatA,433.tif,anterograde,1.5,1.0,2,0.6666666666666666
13,190208,3,3,LatA,433.tif,retrograde,1.5,25.0,2,16.666666666666668
14,190208,3,3,LatA,434.tif,anterograde,2.5,0.0,4,0.0
15,190208,3,3,LatA,434.tif,retrograde,2.5,18.0,4,7.2
16,190208,3,3,LatA,435.tif,anterograde,4.0,4.0,7,1.0
17,190208,3,3,LatA,435.tif,retrograde,4.0,32.0,7,8.0
18,190208,3,4,LatA,429.tif,anterograde,1.5,43.0,2,28.666666666666668
19,190208,3,4,LatA,429.tif,retrograde,1.5,29.0,2,19.333333333333332
20,190208,3,4,LatA,430.tif,anterograde,2.0,25.0,3,12.5
21,190208,3,4,LatA,430.tif,retrograde,2.0,18.0,3,9.0
22,190208,3,4,LatA,431.tif,anterograde,1.5,21.0,2,14.0
23,190208,3,4,LatA,431.tif,retrograde,1.5,41.0,2,27.333333333333332
24,190208,3,5,LatA,425.tif,anterograde,0.5,10.0,0,20.0
25,190208,3,5,LatA,425.tif,retrograde,0.5,1.0,0,2.0
26,190208,3,5,LatA,426.tif,anterograde,0.5,6.0,0,12.0
27,190208,3,5,LatA,426.tif,retrograde,0.5,21.0,0,42.0
28,190208,3,6,LatA,421.tif,anterograde,1.5,9.0,2,6.0
29,190208,3,6,LatA,421.tif,retrograde,1.5,16.0,2,10.666666666666666
30,190208,3,6,LatA,422.tif,anterograde,1.5,4.0,2,2.6666666666666665
31,190208,3,6,LatA,422.tif,retrograde,1.5,20.0,2,13.333333333333334
32,190208,3,6,LatA,423.tif,anterograde,1.5,16.0,2,10.666666666666666
33,190208,3,6,LatA,423.tif,retrograde,1.5,23.0,2,15.333333333333334
34,190208,3,7,LatA,418.tif,anterograde,2.5,65.0,4,26.0
35,190208,3,7,LatA,418.tif,retrograde,2.5,39.0,4,15.6
36,190208,3,7,LatA,419.tif,anterograde,0.5,0.0,0,0.0
37,190208,3,7,LatA,419.tif,retrograde,0.5,9.0,0,18.0
38,190208,3,8,LatA,415.tif,anterograde,2.5,21.0,4,8.4
39,190208,3,8,LatA,415.tif,retrograde,2.5,25.0,4,10.0
40,190208,3,8,LatA,416.tif,anterograde,1.5,0.0,2,0.0
41,190208,3,8,LatA,416.tif,retrograde,1.5,26.0,2,17.333333333333332
42,190208,3,9,LatA,412.tif,anterograde,2.0,1.0,3,0.5
43,190208,3,9,LatA,412.tif,retrograde,2.0,104.0,3,52.0
44,190208,3,9,LatA,413.tif,anterograde,0.5,6.0,0,12.0
45,190208,3,9,LatA,413.tif,retrograde,0.5,25.0,0,50.0
46,190208,3,10,LatA,409.tif,anterograde,1.0,8.0,1,8.0
47,190208,3,10,LatA,409.tif,retrograde,1.0,23.0,1,23.0
48,190208,3,10,LatA,410.tif,anterograde,1.0,22.0,1,22.0
49,190208,3,10,LatA,410.tif,retrograde,1.0,28.0,1,28.0
50,190208,3,11,LatA,407.tif,anterograde,0.5,3.0,0,6.0
51,190208,3,11,LatA,407.tif,retrograde,0.5,0.0,0,0.0
52,190208,3,12,LatA,403.tif,anterograde,2.5,20.0,4,8.0
53,190208,3,12,LatA,403.tif,retrograde,2.5,27.0,4,10.8
54,190208,3,12,LatA,404.tif,anterograde,4.0,19.0,7,4.75
55,190208,3,12,LatA,404.tif,retrograde,4.0,33.0,7,8.25
56,190208,3,13,LatA,399.tif,anterograde,3.0,22.0,5,7.333333333333333
57,190208,3,13,LatA,399.tif,retrograde,3.0,12.0,5,4.0
58,190208,3,13,LatA,400.tif,anterograde,0.5,15.0,0,30.0
59,190208,3,13,LatA,400.tif,retrograde,0.5,11.0,0,22.0
60,190208,3,13,LatA,401.tif,anterograde,2.0,12.0,3,6.0
61,190208,3,13,LatA,401.tif,retrograde,2.0,25.0,3,12.5
62,190208,5,1,LatA,395.tif,anterograde,2.0,13.0,3,6.5
63,190208,5,1,LatA,395.tif,retrograde,2.0,35.0,3,17.5
64,190208,5,1,LatA,396.tif,anterograde,2.0,35.0,3,17.5
65,190208,5,1,LatA,396.tif,retrograde,2.0,29.0,3,14.5
66,190208,5,1,LatA,397.tif,anterograde,1.0,0.0,1,0.0
67,190208,5,1,LatA,397.tif,retrograde,1.0,44.0,1,44.0
68,190208,5,3,LatA,391.tif,anterograde,1.5,12.0,2,8.0
69,190208,5,3,LatA,391.tif,retrograde,1.5,15.0,2,10.0
70,190208,5,3,LatA,392.tif,anterograde,1.0,3.0,1,3.0
71,190208,5,3,LatA,392.tif,retrograde,1.0,37.0,1,37.0
72,190208,5,3,LatA,393.tif,anterograde,0.5,8.0,0,16.0
73,190208,5,3,LatA,393.tif,retrograde,0.5,14.0,0,28.0
74,190208,5,4,LatA,388.tif,anterograde,1.0,11.0,1,11.0
75,190208,5,4,LatA,388.tif,retrograde,1.0,29.0,1,29.0
76,190208,5,4,LatA,389.tif,anterograde,1.0,27.0,1,27.0
77,190208,5,4,LatA,389.tif,retrograde,1.0,14.0,1,14.0
78,190208,5,5,LatA,385.tif,anterograde,1.0,17.0,1,17.0
79,190208,5,5,LatA,385.tif,retrograde,1.0,43.0,1,43.0
80,190208,5,6,LatA,382.tif,anterograde,0.5,16.0,0,32.0
81,190208,5,6,LatA,382.tif,retrograde,0.5,6.0,0,12.0
82,190208,5,6,LatA,383.tif,anterograde,0.5,11.0,0,22.0
83,190208,5,6,LatA,383.tif,retrograde,0.5,0.0,0,0.0
84,190208,5,8,LatA,379.tif,anterograde,2.0,24.0,3,12.0
85,190208,5,8,LatA,379.tif,retrograde,2.0,7.0,3,3.5
86,190208,5,8,LatA,380.tif,anterograde,1.0,22.0,1,22.0
87,190208,5,8,LatA,380.tif,retrograde,1.0,6.0,1,6.0
88,190208,5,9,LatA,375.tif,anterograde,1.5,17.0,2,11.333333333333334
89,190208,5,9,LatA,375.tif,retrograde,1.5,11.0,2,7.333333333333333
90,190208,5,9,LatA,376.tif,anterograde,2.0,4.0,3,2.0
91,190208,5,9,LatA,376.tif,retrograde,2.0,8.0,3,4.0
92,190208,5,9,LatA,377.tif,anterograde,1.5,16.0,2,10.666666666666666
93,190208,5,9,LatA,377.tif,retrograde,1.5,33.0,2,22.0
94,190208,5,11,LatA,371.tif,anterograde,0.5,8.0,0,16.0
95,190208,5,11,LatA,371.tif,retrograde,0.5,21.0,0,42.0
96,190208,5,13,LatA,369.tif,anterograde,2.5,54.0,4,21.6
97,190208,5,13,LatA,369.tif,retrograde,2.5,33.0,4,13.2
98,190208,6,0,LatA,366.tif,anterograde,3.0,47.0,5,15.666666666666666
99,190208,6,0,LatA,366.tif,retrograde,3.0,16.0,5,5.333333333333333
100,190208,6,0,LatA,367.tif,anterograde,0.5,13.0,0,26.0
101,190208,6,0,LatA,367.tif,retrograde,0.5,14.0,0,28.0
102,190208,6,1,LatA,362.tif,anterograde,1.0,20.0,1,20.0
103,190208,6,1,LatA,362.tif,retrograde,1.0,27.0,1,27.0
104,190208,6,1,LatA,363.tif,anterograde,1.5,13.0,2,8.666666666666666
105,190208,6,1,LatA,363.tif,retrograde,1.5,35.0,2,23.333333333333332
106,190208,6,1,LatA,364.tif,anterograde,1.0,12.0,1,12.0
107,190208,6,1,LatA,364.tif,retrograde,1.0,22.0,1,22.0
108,190208,6,2,LatA,358.tif,anterograde,2.5,24.0,4,9.6
109,190208,6,2,LatA,358.tif,retrograde,2.5,24.0,4,9.6
110,190208,6,2,LatA,359.tif,anterograde,1.5,19.0,2,12.666666666666666
111,190208,6,2,LatA,359.tif,retrograde,1.5,46.0,2,30.666666666666668
112,190208,6,2,LatA,360.tif,anterograde,1.5,2.0,2,1.3333333333333333
113,190208,6,2,LatA,360.tif,retrograde,1.5,35.0,2,23.333333333333332
114,190208,6,3,LatA,354.tif,anterograde,5.5,67.0,10,12.181818181818182
115,190208,6,3,LatA,354.tif,retrograde,5.5,22.0,10,4.0
116,190208,6,3,LatA,355.tif,anterograde,4.0,18.0,7,4.5
117,190208,6,3,LatA,355.tif,retrograde,4.0,32.0,7,8.0
118,190208,6,3,LatA,356.tif,anterograde,2.5,6.0,4,2.4
119,190208,6,3,LatA,356.tif,retrograde,2.5,41.0,4,16.4
120,190208,6,4,LatA,350.tif,anterograde,1.5,0.0,2,0.0
121,190208,6,4,LatA,350.tif,retrograde,1.5,44.0,2,29.333333333333332
122,190208,6,4,LatA,351.tif,anterograde,2.0,7.0,3,3.5
123,190208,6,4,LatA,351.tif,retrograde,2.0,35.0,3,17.5
124,190208,6,4,LatA,352.tif,anterograde,1.0,4.0,1,4.0
125,190208,6,4,LatA,352.tif,retrograde,1.0,39.0,1,39.0
126,190208,6,5,LatA,346.tif,anterograde,2.0,12.0,3,6.0
127,190208,6,5,LatA,346.tif,retrograde,2.0,29.0,3,14.5
128,190208,6,5,LatA,347.tif,anterograde,2.0,10.0,3,5.0
129,190208,6,5,LatA,347.tif,retrograde,2.0,37.0,3,18.5
130,190208,6,5,LatA,348.tif,anterograde,3.0,16.0,5,5.333333333333333
131,190208,6,5,LatA,348.tif,retrograde,3.0,25.0,5,8.333333333333334
132,190208,6,7,LatA,343.tif,anterograde,1.0,0.0,1,0.0
133,190208,6,7,LatA,343.tif,retrograde,1.0,29.0,1,29.0
134,190208,6,9,LatA,339.tif,anterograde,3.0,39.0,5,13.0
135,190208,6,9,LatA,339.tif,retrograde,3.0,17.0,5,5.666666666666667
136,190208,6,9,LatA,340.tif,anterograde,1.0,8.0,1,8.0
137,190208,6,9,LatA,340.tif,retrograde,1.0,14.0,1,14.0
138,190208,6,9,LatA,341.tif,anterograde,0.5,15.0,0,30.0
139,190208,6,9,LatA,341.tif,retrograde,0.5,12.0,0,24.0
140,190208,6,10,LatA,335.tif,anterograde,0.5,19.0,0,38.0
141,190208,6,10,LatA,335.tif,retrograde,0.5,1.0,0,2.0
142,190208,6,10,LatA,336.tif,anterograde,0.5,19.0,0,38.0
143,190208,6,10,LatA,336.tif,retrograde,0.5,18.0,0,36.0
144,190208,6,11,LatA,331.tif,anterograde,1.5,20.0,2,13.333333333333334
145,190208,6,11,LatA,331.tif,retrograde,1.5,39.0,2,26.0
146,190208,6,11,LatA,332.tif,anterograde,1.5,0.0,2,0.0
147,190208,6,11,LatA,332.tif,retrograde,1.5,40.0,2,26.666666666666668
148,190208,6,11,LatA,333.tif,anterograde,0.5,21.0,0,42.0
149,190208,6,11,LatA,333.tif,retrograde,0.5,0.0,0,0.0
150,190208,6,12,LatA,327.tif,anterograde,1.0,2.0,1,2.0
151,190208,6,12,LatA,327.tif,retrograde,1.0,13.0,1,13.0
152,190208,6,12,LatA,328.tif,anterograde,0.5,6.0,0,12.0
153,190208,6,12,LatA,328.tif,retrograde,0.5,16.0,0,32.0
154,190208,6,12,LatA,329.tif,anterograde,0.5,6.0,0,12.0
155,190208,6,12,LatA,329.tif,retrograde,0.5,20.0,0,40.0
156,190208,6,13,LatA,323.tif,anterograde,3.5,0.0,6,0.0
157,190208,6,13,LatA,323.tif,retrograde,3.5,33.0,6,9.428571428571429
158,190208,6,13,LatA,324.tif,anterograde,0.5,4.0,0,8.0
159,190208,6,13,LatA,324.tif,retrograde,0.5,1.0,0,2.0
160,190208,6,13,LatA,325.tif,anterograde,0.5,9.0,0,18.0
161,190208,6,13,LatA,325.tif,retrograde,0.5,8.0,0,16.0
162,190212,2,2,LatA,319.tif,anterograde,2.5,2.0,4,0.8
163,190212,2,2,LatA,319.tif,retrograde,2.5,0.0,4,0.0
164,190212,2,2,LatA,320.tif,anterograde,5.5,48.0,10,8.727272727272727
165,190212,2,2,LatA,320.tif,retrograde,5.5,34.0,10,6.181818181818182
166,190212,2,2,LatA,321.tif,anterograde,2.0,0.0,3,0.0
167,190212,2,2,LatA,321.tif,retrograde,2.0,0.0,3,0.0
168,190212,2,3,LatA,316.tif,anterograde,1.0,10.0,1,10.0
169,190212,2,3,LatA,316.tif,retrograde,1.0,18.0,1,18.0
170,190212,2,3,LatA,317.tif,anterograde,0.5,7.0,0,14.0
171,190212,2,3,LatA,317.tif,retrograde,0.5,3.0,0,6.0
172,190212,2,5,LatA,312.tif,anterograde,5.5,83.0,10,15.090909090909092
173,190212,2,5,LatA,312.tif,retrograde,5.5,3.0,10,0.5454545454545454
174,190212,2,5,LatA,313.tif,anterograde,5.5,19.0,10,3.4545454545454546
175,190212,2,5,LatA,313.tif,retrograde,5.5,11.0,10,2.0
176,190212,2,5,LatA,314.tif,anterograde,4.0,9.0,7,2.25
177,190212,2,5,LatA,314.tif,retrograde,4.0,35.0,7,8.75
178,190212,2,6,LatA,308.tif,anterograde,2.0,0.0,3,0.0
179,190212,2,6,LatA,308.tif,retrograde,2.0,56.0,3,28.0
180,190212,2,6,LatA,309.tif,anterograde,0.5,13.0,0,26.0
181,190212,2,6,LatA,309.tif,retrograde,0.5,5.0,0,10.0
182,190212,2,6,LatA,310.tif,anterograde,0.5,16.0,0,32.0
183,190212,2,6,LatA,310.tif,retrograde,0.5,23.0,0,46.0
184,190212,2,7,LatA,304.tif,anterograde,1.0,21.0,1,21.0
185,190212,2,7,LatA,304.tif,retrograde,1.0,6.0,1,6.0
186,190212,2,7,LatA,305.tif,anterograde,0.5,8.0,0,16.0
187,190212,2,7,LatA,305.tif,retrograde,0.5,1.0,0,2.0
188,190212,2,8,LatA,301.tif,anterograde,0.5,1.0,0,2.0
189,190212,2,8,LatA,301.tif,retrograde,0.5,0.0,0,0.0
190,190212,2,8,LatA,302.tif,anterograde,0.5,1.0,0,2.0
191,190212,2,8,LatA,302.tif,retrograde,0.5,0.0,0,0.0
192,190212,2,9,LatA,298.tif,anterograde,3.0,0.0,5,0.0
193,190212,2,9,LatA,298.tif,retrograde,3.0,146.0,5,48.666666666666664
194,190212,2,9,LatA,299.tif,anterograde,1.5,10.0,2,6.666666666666667
195,190212,2,9,LatA,299.tif,retrograde,1.5,3.0,2,2.0
196,190212,2,11,LatA,294.tif,anterograde,1.0,2.0,1,2.0
197,190212,2,11,LatA,294.tif,retrograde,1.0,18.0,1,18.0
198,190212,2,11,LatA,295.tif,anterograde,3.0,0.0,5,0.0
199,190212,2,11,LatA,295.tif,retrograde,3.0,23.0,5,7.666666666666667
200,190212,2,11,LatA,296.tif,anterograde,1.5,0.0,2,0.0
201,190212,2,11,LatA,296.tif,retrograde,1.5,38.0,2,25.333333333333332
202,190212,2,12,LatA,290.tif,anterograde,2.0,11.0,3,5.5
203,190212,2,12,LatA,290.tif,retrograde,2.0,40.0,3,20.0
204,190212,2,12,LatA,291.tif,anterograde,1.5,0.0,2,0.0
205,190212,2,12,LatA,291.tif,retrograde,1.5,17.0,2,11.333333333333334
206,190212,2,12,LatA,292.tif,anterograde,0.5,6.0,0,12.0
207,190212,2,12,LatA,292.tif,retrograde,0.5,24.0,0,48.0
208,190212,2,13,LatA,287.tif,anterograde,1.0,8.0,1,8.0
209,190212,2,13,LatA,287.tif,retrograde,1.0,6.0,1,6.0
210,190212,3,1,LatA,283.tif,anterograde,1.0,11.0,1,11.0
211,190212,3,1,LatA,283.tif,retrograde,1.0,46.0,1,46.0
212,190212,3,1,LatA,284.tif,anterograde,0.5,16.0,0,32.0
213,190212,3,1,LatA,284.tif,retrograde,0.5,11.0,0,22.0
214,190212,3,1,LatA,285.tif,anterograde,0.5,11.0,0,22.0
215,190212,3,1,LatA,285.tif,retrograde,0.5,19.0,0,38.0
216,190212,3,2,LatA,280.tif,anterograde,5.5,16.0,10,2.909090909090909
217,190212,3,2,LatA,280.tif,retrograde,5.5,36.0,10,6.545454545454546
218,190212,3,2,LatA,281.tif,anterograde,2.0,0.0,3,0.0
219,190212,3,2,LatA,281.tif,retrograde,2.0,46.0,3,23.0
220,190212,3,3,LatA,276.tif,anterograde,3.0,14.0,5,4.666666666666667
221,190212,3,3,LatA,276.tif,retrograde,3.0,14.0,5,4.666666666666667
222,190212,3,3,LatA,277.tif,anterograde,2.5,3.0,4,1.2
223,190212,3,3,LatA,277.tif,retrograde,2.5,42.0,4,16.8
224,190212,3,3,LatA,278.tif,anterograde,2.5,8.0,4,3.2
225,190212,3,3,LatA,278.tif,retrograde,2.5,14.0,4,5.6
226,190212,3,4,LatA,273.tif,anterograde,1.0,0.0,1,0.0
227,190212,3,4,LatA,273.tif,retrograde,1.0,17.0,1,17.0
228,190212,3,6,LatA,269.tif,anterograde,1.5,4.0,2,2.6666666666666665
229,190212,3,6,LatA,269.tif,retrograde,1.5,37.0,2,24.666666666666668
230,190212,3,6,LatA,270.tif,anterograde,2.0,9.0,3,4.5
231,190212,3,6,LatA,270.tif,retrograde,2.0,33.0,3,16.5
232,190212,3,6,LatA,271.tif,anterograde,0.5,64.0,0,128.0
233,190212,3,6,LatA,271.tif,retrograde,0.5,48.0,0,96.0
234,190212,3,7,LatA,265.tif,anterograde,0.5,11.0,0,22.0
235,190212,3,7,LatA,265.tif,retrograde,0.5,0.0,0,0.0
236,190212,3,7,LatA,266.tif,anterograde,0.5,7.0,0,14.0
237,190212,3,7,LatA,266.tif,retrograde,0.5,15.0,0,30.0
238,190212,3,7,LatA,267.tif,anterograde,0.5,7.0,0,14.0
239,190212,3,7,LatA,267.tif,retrograde,0.5,6.0,0,12.0
240,190212,3,9,LatA,261.tif,anterograde,2.0,4.0,3,2.0
241,190212,3,9,LatA,261.tif,retrograde,2.0,26.0,3,13.0
242,190212,3,9,LatA,262.tif,anterograde,0.5,13.0,0,26.0
243,190212,3,9,LatA,262.tif,retrograde,0.5,22.0,0,44.0
244,190212,3,9,LatA,263.tif,anterograde,0.5,9.0,0,18.0
245,190212,3,9,LatA,263.tif,retrograde,0.5,4.0,0,8.0
246,190212,3,12,LatA,257.tif,anterograde,3.5,7.0,6,2.0
247,190212,3,12,LatA,257.tif,retrograde,3.5,5.0,6,1.4285714285714286
248,190212,3,12,LatA,258.tif,anterograde,1.0,5.0,1,5.0
249,190212,3,12,LatA,258.tif,retrograde,1.0,30.0,1,30.0
250,190212,3,12,LatA,259.tif,anterograde,1.0,0.0,1,0.0
251,190212,3,12,LatA,259.tif,retrograde,1.0,5.0,1,5.0
252,190212,3,13,LatA,253.tif,anterograde,1.5,3.0,2,2.0
253,190212,3,13,LatA,253.tif,retrograde,1.5,19.0,2,12.666666666666666
254,190212,3,13,LatA,254.tif,anterograde,1.0,7.0,1,7.0
255,190212,3,13,LatA,254.tif,retrograde,1.0,32.0,1,32.0
256,190212,3,13,LatA,255.tif,anterograde,1.5,7.0,2,4.666666666666667
257,190212,3,13,LatA,255.tif,retrograde,1.5,32.0,2,21.333333333333332
258,190212,4,1,LatA,250.tif,anterograde,1.5,2.0,2,1.3333333333333333
259,190212,4,1,LatA,250.tif,retrograde,1.5,39.0,2,26.0
260,190212,4,1,LatA,251.tif,anterograde,0.5,18.0,0,36.0
261,190212,4,1,LatA,251.tif,retrograde,0.5,2.0,0,4.0
262,190212,4,3,LatA,246.tif,anterograde,1.5,17.0,2,11.333333333333334
263,190212,4,3,LatA,246.tif,retrograde,1.5,35.0,2,23.333333333333332
264,190212,4,3,LatA,247.tif,anterograde,2.5,15.0,4,6.0
265,190212,4,3,LatA,247.tif,retrograde,2.5,31.0,4,12.4
266,190212,4,3,LatA,248.tif,anterograde,2.0,37.0,3,18.5
267,190212,4,3,LatA,248.tif,retrograde,2.0,6.0,3,3.0
268,190212,4,4,LatA,242.tif,anterograde,2.0,25.0,3,12.5
269,190212,4,4,LatA,242.tif,retrograde,2.0,27.0,3,13.5
270,190212,4,4,LatA,243.tif,anterograde,1.5,33.0,2,22.0
271,190212,4,4,LatA,243.tif,retrograde,1.5,18.0,2,12.0
272,190212,4,4,LatA,244.tif,anterograde,1.0,17.0,1,17.0
273,190212,4,4,LatA,244.tif,retrograde,1.0,22.0,1,22.0
274,190212,4,8,LatA,239.tif,anterograde,1.0,3.0,1,3.0
275,190212,4,8,LatA,239.tif,retrograde,1.0,0.0,1,0.0
276,190212,4,8,LatA,240.tif,anterograde,0.5,1.0,0,2.0
277,190212,4,8,LatA,240.tif,retrograde,0.5,0.0,0,0.0
278,190212,4,12,LatA,235.tif,anterograde,0.5,6.0,0,12.0
279,190212,4,12,LatA,235.tif,retrograde,0.5,15.0,0,30.0
280,190212,4,12,LatA,236.tif,anterograde,1.0,7.0,1,7.0
281,190212,4,12,LatA,236.tif,retrograde,1.0,6.0,1,6.0
282,190212,4,13,LatA,231.tif,anterograde,0.5,16.0,0,32.0
283,190212,4,13,LatA,231.tif,retrograde,0.5,5.0,0,10.0
284,190222,1,0,LatA,226.tif,anterograde,2.0,0.0,3,0.0
285,190222,1,0,LatA,226.tif,retrograde,2.0,46.0,3,23.0
286,190222,1,0,LatA,227.tif,anterograde,0.5,17.0,0,34.0
287,190222,1,0,LatA,227.tif,retrograde,0.5,12.0,0,24.0
288,190222,1,0,LatA,228.tif,anterograde,1.0,45.0,1,45.0
289,190222,1,0,LatA,228.tif,retrograde,1.0,25.0,1,25.0
290,190222,1,1,LatA,222.tif,anterograde,3.5,5.0,6,1.4285714285714286
291,190222,1,1,LatA,222.tif,retrograde,3.5,33.0,6,9.428571428571429
292,190222,1,1,LatA,223.tif,anterograde,3.0,0.0,5,0.0
293,190222,1,1,LatA,223.tif,retrograde,3.0,35.0,5,11.666666666666666
294,190222,1,1,LatA,224.tif,anterograde,0.5,30.0,0,60.0
295,190222,1,1,LatA,224.tif,retrograde,0.5,44.0,0,88.0
296,190222,1,2,LatA,218.tif,anterograde,1.5,48.0,2,32.0
297,190222,1,2,LatA,218.tif,retrograde,1.5,47.0,2,31.333333333333332
298,190222,1,2,LatA,219.tif,anterograde,0.5,0.0,0,0.0
299,190222,1,2,LatA,219.tif,retrograde,0.5,46.0,0,92.0
300,190222,1,3,LatA,214.tif,anterograde,1.0,123.0,1,123.0
301,190222,1,3,LatA,214.tif,retrograde,1.0,17.0,1,17.0
302,190222,1,3,LatA,215.tif,anterograde,0.5,6.0,0,12.0
303,190222,1,3,LatA,215.tif,retrograde,0.5,5.0,0,10.0
304,190222,1,3,LatA,216.tif,anterograde,0.5,6.0,0,12.0
305,190222,1,3,LatA,216.tif,retrograde,0.5,24.0,0,48.0
306,190222,1,4,LatA,210.tif,anterograde,2.0,45.0,3,22.5
307,190222,1,4,LatA,210.tif,retrograde,2.0,37.0,3,18.5
308,190222,1,4,LatA,211.tif,anterograde,2.5,32.0,4,12.8
309,190222,1,4,LatA,211.tif,retrograde,2.5,43.0,4,17.2
